global_document	global_page	document_name	document_number	disease_state
1794057	3	EHA ASCO 2022 AML Highlights (v1.0)	BCL2-AA-00159-FM	Acute Myeloid Leukemia (AML)
1794057	20	EHA ASCO 2022 AML Highlights (v1.0)	BCL2-AA-00159-FM	Acute Myeloid Leukemia (AML)
1794057	40	EHA ASCO 2022 AML Highlights (v1.0)	BCL2-AA-00159-FM	Acute Myeloid Leukemia (AML)
1794057	4	EHA ASCO 2022 AML Highlights (v1.0)	BCL2-AA-00159-FM	Acute Myeloid Leukemia (AML)
1794057	44	EHA ASCO 2022 AML Highlights (v1.0)	BCL2-AA-00159-FM	Acute Myeloid Leukemia (AML)
1794057	23	EHA ASCO 2022 AML Highlights (v1.0)	BCL2-AA-00159-FM	Acute Myeloid Leukemia (AML)
3249915	11	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	20	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	2	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	19	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	37	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	28	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	46	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	15	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	33	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	24	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	42	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	6	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	13	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	31	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	22	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	40	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	39	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	17	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	35	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	26	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	44	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	8	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	12	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	30	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	21	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	38	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	29	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	47	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	16	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	34	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	25	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	7	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	43	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	14	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	32	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	23	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	41	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	18	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	36	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	27	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	9	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	45	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	1	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
3249915	10	REVENG (M20-356) STV Deck 2024 (v3.0)	BCL2-AA-00220-FM	Chronic Lymphocytic Leukemia (CLL)
4149272	110	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	99	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	101	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	91	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	118	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	73	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	109	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	82	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	114	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	105	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	60	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	123	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	95	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	77	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	86	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	130	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	103	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	121	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	93	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	75	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	66	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	84	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	80	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	97	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	79	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	88	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	111	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	120	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	74	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	65	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	83	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	47	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	133	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	70	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	115	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	106	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	69	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	87	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	104	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	122	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	94	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	76	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	67	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	72	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	117	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	108	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	81	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	100	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
4149272	98	FL Interactive Tool (v2.0)	EPCO-AA-00053-FM	Follicular Lymphoma
1851581	20	Murano IGHV unmutated Focus Deck (v1.0)	BCL2-AA-00165-FM	Chronic Lymphocytic Leukemia (CLL)
1851581	19	Murano IGHV unmutated Focus Deck (v1.0)	BCL2-AA-00165-FM	Chronic Lymphocytic Leukemia (CLL)
1851581	33	Murano IGHV unmutated Focus Deck (v1.0)	BCL2-AA-00165-FM	Chronic Lymphocytic Leukemia (CLL)
1851581	24	Murano IGHV unmutated Focus Deck (v1.0)	BCL2-AA-00165-FM	Chronic Lymphocytic Leukemia (CLL)
1851581	22	Murano IGHV unmutated Focus Deck (v1.0)	BCL2-AA-00165-FM	Chronic Lymphocytic Leukemia (CLL)
1851581	4	Murano IGHV unmutated Focus Deck (v1.0)	BCL2-AA-00165-FM	Chronic Lymphocytic Leukemia (CLL)
1851581	26	Murano IGHV unmutated Focus Deck (v1.0)	BCL2-AA-00165-FM	Chronic Lymphocytic Leukemia (CLL)
1851581	21	Murano IGHV unmutated Focus Deck (v1.0)	BCL2-AA-00165-FM	Chronic Lymphocytic Leukemia (CLL)
1851581	25	Murano IGHV unmutated Focus Deck (v1.0)	BCL2-AA-00165-FM	Chronic Lymphocytic Leukemia (CLL)
1851581	23	Murano IGHV unmutated Focus Deck (v1.0)	BCL2-AA-00165-FM	Chronic Lymphocytic Leukemia (CLL)
1851581	31	Murano IGHV unmutated Focus Deck (v1.0)	BCL2-AA-00165-FM	Chronic Lymphocytic Leukemia (CLL)
1851581	27	Murano IGHV unmutated Focus Deck (v1.0)	BCL2-AA-00165-FM	Chronic Lymphocytic Leukemia (CLL)
1851581	10	Murano IGHV unmutated Focus Deck (v1.0)	BCL2-AA-00165-FM	Chronic Lymphocytic Leukemia (CLL)
1500313	15	CLL13 Reactive Core Deck (v14.0)	BCL2-AA-00127-FM	Chronic Lymphocytic Leukemia (CLL)
1500313	8	CLL13 Reactive Core Deck (v14.0)	BCL2-AA-00127-FM	Chronic Lymphocytic Leukemia (CLL)
1500313	3	CLL13 Reactive Core Deck (v14.0)	BCL2-AA-00127-FM	Chronic Lymphocytic Leukemia (CLL)
1500313	34	CLL13 Reactive Core Deck (v14.0)	BCL2-AA-00127-FM	Chronic Lymphocytic Leukemia (CLL)
1500313	27	CLL13 Reactive Core Deck (v14.0)	BCL2-AA-00127-FM	Chronic Lymphocytic Leukemia (CLL)
546842	24	Venetoclax Therapy Management in AML Core Deck (v8.0)	BCL2-AA-00016-FM	Acute Myeloid Leukemia (AML)
546842	13	Venetoclax Therapy Management in AML Core Deck (v8.0)	BCL2-AA-00016-FM	Acute Myeloid Leukemia (AML)
546842	12	Venetoclax Therapy Management in AML Core Deck (v8.0)	BCL2-AA-00016-FM	Acute Myeloid Leukemia (AML)
546842	6	Venetoclax Therapy Management in AML Core Deck (v8.0)	BCL2-AA-00016-FM	Acute Myeloid Leukemia (AML)
546842	41	Venetoclax Therapy Management in AML Core Deck (v8.0)	BCL2-AA-00016-FM	Acute Myeloid Leukemia (AML)
546842	10	Venetoclax Therapy Management in AML Core Deck (v8.0)	BCL2-AA-00016-FM	Acute Myeloid Leukemia (AML)
1317584	13	GLOW Study Core Deck (v3.0)	BCL2-AA-00119-FM	Chronic Lymphocytic Leukemia (CLL)
1317584	12	GLOW Study Core Deck (v3.0)	BCL2-AA-00119-FM	Chronic Lymphocytic Leukemia (CLL)
1317584	3	GLOW Study Core Deck (v3.0)	BCL2-AA-00119-FM	Chronic Lymphocytic Leukemia (CLL)
1317584	1	GLOW Study Core Deck (v3.0)	BCL2-AA-00119-FM	Chronic Lymphocytic Leukemia (CLL)
1317584	6	GLOW Study Core Deck (v3.0)	BCL2-AA-00119-FM	Chronic Lymphocytic Leukemia (CLL)
1317584	4	GLOW Study Core Deck (v3.0)	BCL2-AA-00119-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	11	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	37	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	73	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	15	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	31	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	22	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	40	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	39	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	75	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	35	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	12	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	30	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	74	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	38	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	25	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	69	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	14	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	41	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	76	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	18	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	36	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	10	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	20	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	19	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	33	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	24	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	13	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	4	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	21	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4232369	34	IGHV Focus Deck (CLL14) (v4.0)	BCL2-AA-00245-FM	Chronic Lymphocytic Leukemia (CLL)
4189403	20	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	19	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	28	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	15	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	33	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	24	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	6	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	31	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	22	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	4	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	17	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	35	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	26	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	8	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	12	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	21	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	3	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
4189403	34	Global P_Future of Immunology (v1.0)	ABBV-AA-00679-FM	Adolescent Hidradenitis Suppurativa (HS), Alopecia Areata, Ankylosing Spondylitis (AS), Atopic Dermatitis (AD), Crohns Disease (CD), Hidradenitis Suppurativa (HS), Immunology Cross-TA, Inflammatory Bowel Disease (IBD), Non-radiographic Axial Spondyloarthropathy (nrAxSpA), Psoriasis (Ps), Psoriatic Arthritis (PsA), Rheumatoid Arthritis (RA), Ulcerative Colitis (UC)
